@RELATION output4

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 {0.0,1.0}

@DATA
0.30144,0.749011,0.0
-1.362503,-1.087547,1.0
-0.446945,0.891264,0.0
0.507003,-0.293439,0.0
0.224618,0.162711,0.0
1.17703,-1.166626,1.0
1.272902,-1.006367,1.0
-0.828869,0.636685,0.0
1.043915,0.360552,0.0
-0.788008,-0.038175,0.0
-0.971703,-0.576535,1.0
0.378513,-0.610886,0.0
1.283114,1.012326,1.0
-0.116297,-1.328872,1.0
0.022315,0.793397,0.0
-1.200571,1.039997,1.0
-0.609048,-0.090258,0.0
-0.532129,1.018477,0.0
-1.289569,0.122366,1.0
-0.424968,-0.600506,0.0
-0.436556,-1.460676,1.0
-1.242689,-0.440835,1.0
-1.034598,-1.455338,1.0
0.577875,0.409312,0.0
0.308215,-0.218632,0.0
0.526083,1.437161,1.0
0.014401,0.131516,0.0
0.117998,-0.863858,0.0
0.75472,-1.315669,1.0
0.162977,0.03634,0.0
1.109717,-0.733547,1.0
0.825453,-0.650639,1.0
-1.446738,-0.603557,1.0
0.347404,-1.4439,1.0
-1.35871,1.319685,1.0
0.926112,0.437783,0.0
0.752136,0.707135,0.0
-1.388767,-0.908005,1.0
-0.00579,-1.081401,1.0
0.976695,-0.618788,1.0
-1.252079,-0.945503,1.0
0.843722,0.485718,0.0
0.745646,0.616104,0.0
1.186277,1.310255,1.0
-0.192001,0.784821,0.0
-0.574655,-0.640342,1.0
-1.046052,-0.861973,1.0
-0.053794,-0.406037,0.0
-0.488563,-1.113744,1.0
-0.912065,0.171337,0.0
0.587589,1.376384,1.0
-0.785535,1.382053,1.0
-0.536437,-1.261526,1.0
-0.131837,-0.711148,0.0
0.033369,-1.338514,1.0
0.980161,0.907108,0.0
-0.738441,1.054122,0.0
-1.035134,-1.343518,1.0
-0.782952,1.150198,0.0
1.101929,1.266476,1.0
0.64804,-0.968933,1.0
1.060318,0.143666,0.0
1.175664,-1.49759,1.0
-1.245941,0.677137,1.0
0.575404,0.902049,0.0
1.434508,-0.722346,1.0
0.713192,0.844935,0.0
-0.07887,-0.784491,0.0
-0.970706,0.370384,0.0
1.345456,-0.569791,1.0
0.517412,-1.340469,1.0
0.556469,-0.214064,0.0
-1.079116,1.106544,1.0
-0.109115,1.159159,1.0
-0.644888,1.12352,0.0
0.944907,-1.397927,1.0
0.366785,-0.572686,0.0
1.483481,0.313387,1.0
-1.46505,1.107616,1.0
0.899288,0.81615,0.0
-0.644464,0.110546,0.0
-1.349742,-0.969825,1.0
-1.268206,0.775776,1.0
-1.449907,1.029418,1.0
1.079297,-0.536287,1.0
1.02442,0.099479,0.0
1.350267,-1.38474,1.0
1.494689,-0.406333,1.0
-1.454951,-0.705857,1.0
-1.114217,-0.459674,1.0
0.459344,0.340254,0.0
-0.34754,1.183411,0.0
-0.557036,-0.573915,1.0
-0.475995,1.402124,1.0
0.117792,-0.677006,0.0
0.875925,1.090965,0.0
1.232397,0.829848,1.0
0.538856,0.328245,0.0
-1.453509,1.10122,1.0
-1.077983,0.196268,0.0
0.829563,0.898948,0.0
-0.182147,1.245509,1.0
0.766293,-0.053478,0.0
-1.050288,-0.038712,1.0
-0.963884,0.986237,0.0
0.49298,-0.886997,1.0
0.145785,1.489399,1.0
1.09517,1.012584,1.0
0.050144,0.871584,0.0
1.154017,-0.568865,1.0
-0.276326,-0.815283,1.0
-0.56464,-1.246063,1.0
0.541336,-0.07897,0.0
-1.431121,-0.268507,1.0
-0.272371,0.559461,0.0
0.340565,-1.270629,1.0
0.336086,-0.243803,0.0
-0.421396,0.636684,0.0
0.599933,0.9577,0.0
1.114284,-1.044198,1.0
-0.693134,-1.259503,1.0
-0.894639,0.106192,0.0
-0.2611,0.939181,0.0
1.229272,-0.997665,1.0
-0.398129,0.618406,0.0
-0.822468,-0.125335,0.0
0.948304,1.123617,1.0
0.181974,-0.856504,1.0
-0.114734,-0.807508,0.0
-0.598479,0.934321,0.0
-0.657196,0.09962,0.0
0.556852,-1.076974,1.0
-0.049839,-0.26729,0.0
1.297638,0.027413,1.0
-0.714256,1.292725,1.0
-0.278681,0.828234,0.0
-0.062073,-0.821945,0.0
0.01382,0.352087,0.0
-0.706075,0.176918,0.0
-1.000302,-0.213245,1.0
-0.219761,-0.173866,0.0
0.084573,-0.311494,0.0
-0.061844,0.09395,0.0
1.163168,-1.336212,1.0
0.929649,1.440797,1.0
-0.00288,1.380135,1.0
-0.428311,1.205962,0.0
1.210631,1.410298,1.0
-1.048595,-1.024284,1.0
-1.236204,0.884379,1.0
0.844376,1.399336,1.0
-0.121682,0.282098,0.0
0.340075,1.315683,1.0
-0.393066,0.235888,0.0
-0.640432,-0.26196,0.0
-1.134888,1.415761,1.0
-0.062433,-0.770909,0.0
1.276643,0.986487,1.0
-0.709393,0.606052,0.0
0.925045,0.262447,0.0
0.003434,-0.036061,0.0
-0.783654,1.148376,0.0
0.769429,-0.558216,1.0
-0.212899,0.008363,0.0
-0.048515,0.038165,0.0
-1.144593,1.383658,1.0
-1.341465,-0.289359,1.0
-0.054486,-1.077881,1.0
1.008236,0.680692,0.0
1.150832,-0.664286,1.0
-0.699931,1.25831,1.0
-0.227997,0.264739,0.0
-0.254817,-1.013195,1.0
-0.127489,-1.076577,1.0
1.359448,0.044609,1.0
-0.260901,-0.310354,0.0
-0.88046,-0.336141,1.0
-1.429965,1.415465,1.0
-0.1619,0.05696,0.0
-1.118292,-0.009034,1.0
1.032212,-0.263826,1.0
1.314063,-0.424195,1.0
-0.267096,-0.837566,1.0
-0.635048,0.692611,0.0
0.898282,-0.678024,1.0
-1.447038,-0.912607,1.0
-0.584116,-1.464185,1.0
0.676167,-1.087383,1.0
1.274156,-0.635353,1.0
-0.277278,1.26966,1.0
0.897249,0.147539,0.0
-1.151413,1.353367,1.0
1.279217,1.175945,1.0
1.347749,0.418874,1.0
-0.471913,1.225346,0.0
1.079083,0.056366,1.0
-1.349386,0.307774,1.0
0.403487,0.257923,0.0
0.356292,-1.188812,1.0
1.234064,-0.475793,1.0
0.004245,-1.173888,1.0
0.155812,-0.162151,0.0
-0.601229,-0.998197,1.0
-1.147681,0.053234,1.0
-1.11152,1.273063,1.0
1.026978,-1.444782,1.0
-1.017077,-0.097133,1.0
-1.028557,0.59762,0.0
-0.460699,1.273366,1.0
-1.319917,1.422138,1.0
0.303808,1.392093,1.0
0.386759,-0.877509,1.0
0.151836,0.101918,0.0
0.673318,0.001726,0.0
1.387453,0.719779,1.0
-0.311041,0.574973,0.0
-0.945018,-0.480348,1.0
0.716168,0.637382,0.0
0.267142,0.168977,0.0
0.542519,-1.206704,1.0
1.238055,1.098682,1.0
0.868352,-1.349696,1.0
-0.42474,-0.736345,1.0
-0.629592,0.042767,0.0
0.644112,-0.160984,0.0
-0.775655,1.273612,1.0
-0.699701,-0.8414,1.0
-0.908383,1.247835,1.0
-0.376701,-0.790457,1.0
0.27947,-0.05799,0.0
0.514006,-1.297508,1.0
-0.511202,0.341776,0.0
-1.180097,-0.640408,1.0
-0.262824,-0.559749,0.0
-0.020224,0.187892,0.0
0.651032,-1.222011,1.0
1.244417,1.490876,1.0
-0.208923,-1.057231,1.0
-0.898881,1.10955,1.0
1.229724,0.413902,1.0
-0.634306,1.413568,1.0
-0.375954,1.248457,1.0
0.941182,-1.462389,1.0
-0.212799,0.76674,0.0
-0.592055,-0.895134,1.0
-0.091793,0.276312,0.0
1.31038,-1.445271,1.0
1.013267,-0.016281,1.0
0.978316,0.09399,0.0
-1.174356,-0.97199,1.0
-1.197981,-0.679245,1.0
-0.979514,-1.459541,1.0
-0.762199,-0.297186,0.0
0.913797,0.45813,0.0
-0.952817,0.759018,0.0
-0.345109,1.163716,0.0
-0.578232,-0.805766,1.0
0.866358,-0.743138,1.0
-1.217746,0.868261,1.0
0.204628,-1.378027,1.0
-0.7847,-0.688569,1.0
-0.929109,-0.766358,1.0
0.351652,-0.805523,1.0
0.790112,-1.191159,1.0
-0.94276,-1.186993,1.0
-1.459748,1.221833,1.0
-0.596757,-1.239079,1.0
0.231839,-0.099254,0.0
-0.511145,-0.081829,0.0
0.310376,1.379636,1.0
-1.228489,0.284663,1.0
0.098449,0.543394,0.0
-0.904226,0.71165,0.0
0.658738,0.648029,0.0
-0.567994,0.228098,0.0
-0.821064,-0.147084,0.0
-0.535639,1.275272,1.0
0.595925,-0.279258,0.0
-0.978599,0.723739,0.0
0.095607,1.460162,1.0
1.138027,-0.14889,1.0
0.58934,0.041008,0.0
0.811194,-0.956872,1.0
-0.76845,0.200058,0.0
0.675844,0.263481,0.0
-0.154228,0.753758,0.0
-0.333483,1.278924,1.0
0.997894,0.180583,0.0
-0.134896,1.273184,1.0
1.488332,-0.575329,1.0
-1.398083,-0.930097,1.0
-1.151134,-0.23894,1.0
0.599897,0.131153,0.0
-1.145978,-0.892528,1.0
-1.254392,1.49685,1.0
-0.171295,0.363535,0.0
-1.225139,0.025147,1.0
-0.005986,-0.366395,0.0
-0.877884,-0.612386,1.0
-1.402515,0.172667,1.0
-1.382526,1.070254,1.0
-0.595591,-1.218284,1.0
-0.429494,0.992138,0.0
-1.256291,1.133424,1.0
0.029232,1.306268,1.0
-0.057564,-0.783984,0.0
-0.947582,-0.352028,1.0
1.081075,-1.28541,1.0
-1.155869,-0.305796,1.0
1.472671,0.877794,1.0
-0.114764,0.826359,0.0
-0.618449,-1.090442,1.0
-0.836663,-0.663807,1.0
0.5882,-0.438322,0.0
-1.464832,-0.775126,1.0
0.150877,-0.309138,0.0
0.002461,0.138519,0.0
-0.931751,-1.170731,1.0
-0.657139,-0.800453,1.0
1.466266,0.735701,1.0
-1.124041,1.303926,1.0
0.353696,-0.132591,0.0
-0.202348,0.775556,0.0
-0.452058,1.278145,1.0
-0.626625,1.125804,0.0
-0.477193,-0.437335,0.0
-1.131859,1.29474,1.0
-0.623956,1.461417,1.0
-0.589723,-1.263723,1.0
-1.451608,-1.364001,1.0
0.771454,-1.176553,1.0
1.056584,-0.877186,1.0
-0.495448,-0.884784,1.0
0.150836,-1.225659,1.0
-0.838573,-0.351638,1.0
0.236934,0.22296,0.0
-0.033519,-1.002684,1.0
-0.690145,1.147927,0.0
-1.448564,-0.467502,1.0
-1.28484,-1.374764,1.0
-0.46942,1.466995,1.0
0.626023,-0.897499,1.0
0.518817,0.953927,0.0
-0.904652,1.022796,0.0
-1.228807,0.574418,1.0
-0.985704,0.544138,0.0
0.671895,-0.355445,0.0
-1.185794,1.172419,1.0
-0.551291,0.968761,0.0
-1.288324,-0.961871,1.0
-1.291818,-0.867371,1.0
0.262853,-1.193734,1.0
-0.227434,1.199003,1.0
-0.962893,0.28166,0.0
-0.485876,1.205138,0.0
0.551956,0.103287,0.0
0.588922,0.943726,0.0
0.007739,-0.462262,0.0
-0.091987,-1.051707,1.0
0.24683,-0.872288,1.0
-1.129685,0.189806,1.0
-0.300295,-0.990092,1.0
-0.028221,0.024882,0.0
-1.457146,-1.352651,1.0
0.538293,-0.357232,0.0
0.264526,-1.364704,1.0
0.862768,-0.856487,1.0
-1.240086,-0.614589,1.0
1.385778,1.176002,1.0
-0.204294,0.943875,0.0
1.496543,0.157104,1.0
1.003007,-0.923251,1.0
-0.296103,0.005064,0.0
0.419921,1.444503,1.0
1.362575,0.954212,1.0
-0.802293,0.29535,0.0
-0.073456,0.181699,0.0
0.317621,1.13492,0.0
0.302418,-0.093704,0.0
0.899068,1.237079,1.0
0.873906,-1.400013,1.0
-1.174744,0.985946,1.0
0.301796,0.745782,0.0
-1.485148,-1.150343,1.0
1.176545,-0.892751,1.0
-0.090903,-0.805564,0.0
-1.438259,-0.713429,1.0
0.989581,-1.299246,1.0
-0.467343,-0.124251,0.0
-0.409415,-1.401272,1.0
-0.182342,1.352964,1.0
0.263613,0.617572,0.0
-0.67089,0.139005,0.0
0.07412,-0.101399,0.0
0.621383,0.176672,0.0
-1.251998,-1.209116,1.0
0.600872,0.305174,0.0
0.79847,0.169739,0.0
1.449115,-1.064767,1.0
0.406446,-1.457508,1.0
0.969671,1.272927,1.0
-0.66719,0.329506,0.0
1.498532,-0.006315,1.0
-1.397536,0.45988,1.0
0.889987,1.17212,1.0
-0.13291,-1.456014,1.0
-0.54674,1.058076,0.0
1.019889,0.522186,0.0
-1.221775,0.420182,1.0
0.772033,1.007562,0.0
-0.425826,0.505455,0.0
0.119053,1.227896,1.0
-1.19113,0.320022,1.0
1.347207,1.070741,1.0
0.281143,-0.97736,1.0
-0.697403,0.874848,0.0
-1.494393,-0.959082,1.0
1.214311,0.670836,1.0
-1.116735,-0.753228,1.0
0.156552,0.55296,0.0
0.939318,1.141321,1.0
1.396472,-0.717426,1.0
-0.402707,-0.13653,0.0
0.591946,1.259622,1.0
-0.156289,-1.109447,1.0
1.062135,-0.547765,1.0
0.096824,-0.277428,0.0
-1.276063,0.858242,1.0
-1.060751,-1.129731,1.0
-0.758647,-0.64663,1.0
-0.233348,0.171783,0.0
-0.618101,0.69647,0.0
-0.627789,-0.900273,1.0
0.027813,1.138147,1.0
0.519808,0.686899,0.0
0.742123,-1.394845,1.0
-1.195601,-1.207584,1.0
-0.564429,0.191757,0.0
1.025528,1.472499,1.0
-0.579989,0.393305,0.0
-0.318613,0.320768,0.0
-1.296551,0.681445,1.0
-1.355661,0.60373,1.0
0.385613,0.97436,0.0
-0.320623,1.3207,1.0
-1.104409,0.091414,1.0
-0.331009,0.482446,0.0
-1.328783,0.0359,1.0
-0.174328,0.454578,0.0
-1.068019,0.368648,0.0
-0.884951,-0.183934,0.0
0.180494,0.97396,0.0
0.687094,-0.77945,1.0
0.092024,-1.497038,1.0
0.674486,-0.318936,0.0
0.486485,1.411816,1.0
0.333276,0.348105,0.0
0.546437,-0.626825,1.0
-0.555901,1.283862,1.0
0.481926,0.819276,0.0
-0.861498,1.202118,1.0
-1.111144,1.018514,1.0
-1.132417,-1.064886,1.0
1.237618,0.881096,1.0
-1.402392,0.503879,1.0
1.223914,-1.314221,1.0
-0.120008,0.827194,0.0
-0.322932,0.14404,0.0
-0.126966,-1.35818,1.0
1.426876,-0.266845,1.0
1.095446,-0.361559,1.0
0.377792,-0.464631,0.0
0.881776,-0.69019,1.0
-0.446587,-1.290602,1.0
1.383954,-0.255995,1.0
-0.168794,0.713924,0.0
0.093817,1.488476,1.0
-1.092996,-0.575068,1.0
0.023054,-0.238392,0.0
0.895024,-0.529131,1.0
-0.440683,-0.256878,0.0
1.37844,-1.176905,1.0
1.245861,-0.869606,1.0
-0.278537,-1.304444,1.0
1.144748,0.038882,1.0
0.631877,0.962102,0.0
0.115249,0.403801,0.0
1.160128,-0.353137,1.0
0.155793,-0.106313,0.0
-1.139405,-0.663797,1.0
0.211607,-1.240667,1.0
1.398593,-0.55652,1.0
0.480364,-1.284538,1.0
-1.021513,0.290925,0.0
0.464985,0.719935,0.0
-0.502803,-0.271665,0.0
-1.248063,0.99468,1.0
0.091399,-0.127398,0.0
1.23308,0.501534,1.0
1.416036,-0.483024,1.0
0.575388,-0.292401,0.0
-1.098436,0.609502,0.0
1.3728,-0.165855,1.0
-1.159087,1.174928,1.0
1.443336,0.407412,1.0
-0.436899,0.807595,0.0
0.599488,-0.402628,0.0
-0.972353,0.964189,0.0
-0.825061,0.876976,0.0
-1.200561,0.035306,1.0
-0.563514,0.126145,0.0
1.374848,-0.784181,1.0
-0.125661,-0.675554,0.0
1.311393,-0.334167,1.0
0.645258,-0.740326,1.0
0.921565,0.837768,0.0
0.618552,-0.445379,0.0
0.0076,1.196341,1.0
-0.603596,0.1927,0.0
0.661947,1.483871,1.0
-0.334781,-1.380738,1.0
-0.788709,-1.492917,1.0
1.354953,0.144507,1.0
-1.374962,-0.104286,1.0
0.564907,-0.184604,0.0
0.167886,1.196545,1.0
-0.511966,1.387556,1.0
-0.079412,0.620235,0.0
-1.294763,-0.876929,1.0
1.35623,-1.063405,1.0
-0.471308,0.455731,0.0
1.200928,-1.060463,1.0
-1.210937,0.26174,1.0
-0.093364,0.49925,0.0
-1.067433,0.393064,0.0
-0.805469,-0.726121,1.0
1.273259,0.052197,1.0
1.427301,0.080445,1.0
-0.898496,-0.981385,1.0
-0.888838,-1.005439,1.0
-1.35627,0.343156,1.0
-1.361967,-1.437713,1.0
1.423544,1.175016,1.0
-0.737919,0.448283,0.0
0.550013,0.818895,0.0
-0.569402,0.512977,0.0
0.332107,-0.774711,1.0
0.358612,-0.109169,0.0
0.442956,0.633401,0.0
1.080559,1.486826,1.0
0.567013,-1.287869,1.0
-1.495546,0.513128,1.0
0.439207,0.087224,0.0
0.776845,0.226044,0.0
-0.5781,-0.001813,0.0
-0.217945,1.287766,1.0
-1.293473,1.375517,1.0
-0.012004,0.946442,0.0
-1.335994,-1.106636,1.0
1.201051,-1.142813,1.0
-0.463785,-0.136835,0.0
-1.31052,-0.225702,1.0
1.382106,0.853024,1.0
1.25187,-0.433276,1.0
1.141261,1.322922,1.0
-0.675425,-0.366728,0.0
1.341427,-1.392551,1.0
0.759357,0.457987,0.0
0.73325,0.430192,0.0
-0.947902,-0.962827,1.0
0.46722,0.906675,0.0
-0.48867,1.467125,1.0
1.374653,-0.944926,1.0
-1.193109,-0.382085,1.0
1.050875,-1.225654,1.0
-1.12588,0.529306,0.0
1.455643,0.052604,1.0
-0.524977,-1.228123,1.0
0.471925,-0.745061,1.0
-0.519085,-0.508455,0.0
1.00359,1.13589,1.0
-0.163399,1.290073,1.0
-1.25098,-0.893767,1.0
0.841756,1.33408,1.0
0.129404,-0.347357,0.0
-0.75636,-0.805926,1.0
-1.010247,-0.46931,1.0
0.76649,0.794989,0.0
-0.464452,-0.473146,0.0
0.1659,-0.867161,1.0
-0.920571,-1.207003,1.0
-0.75738,0.190249,0.0
0.33661,1.280401,1.0
-0.331974,-0.70793,0.0
0.715552,-0.012458,0.0
0.533461,-0.848309,1.0
0.03301,0.274219,0.0
0.420966,1.180548,0.0
-1.057989,1.181183,1.0
-0.978169,0.448761,0.0
-0.495673,-1.303467,1.0
0.76314,-0.569062,1.0
0.282926,0.058555,0.0
1.179187,0.687601,1.0
0.756173,-0.162818,0.0
-1.477978,-1.22001,1.0
-1.102858,0.715683,0.0
0.392645,-0.467797,0.0
0.195688,1.014038,0.0
-0.730761,1.021249,0.0
1.179488,1.081898,1.0
0.196471,0.312586,0.0
1.210847,-0.109856,1.0
0.136944,-0.856344,0.0
0.081885,0.982351,0.0
-1.289156,1.009479,1.0
1.206222,1.422028,1.0
-1.455096,-1.393139,1.0
-0.888051,-0.733051,1.0
-1.194455,-0.685292,1.0
1.282609,-0.547999,1.0
0.984009,-0.905052,1.0
-1.223195,-0.29561,1.0
-1.352155,-1.388851,1.0
-0.822461,0.55478,0.0
-0.444778,-0.971851,1.0
1.469106,-0.82256,1.0
0.413507,-1.05168,1.0
-1.336686,0.135668,1.0
-1.361773,-0.721144,1.0
1.155421,0.957929,1.0
0.644817,0.646854,0.0
0.580562,0.538773,0.0
0.57266,-0.885857,1.0
1.274755,-0.412368,1.0
-0.527709,-0.83047,1.0
-0.825017,1.089869,0.0
0.955027,1.422281,1.0
0.214258,-0.810372,0.0
0.69507,0.877258,0.0
-1.486455,-0.433691,1.0
1.155208,-0.976372,1.0
0.486112,-0.853087,1.0
-0.082718,0.77892,0.0
-0.384405,-0.082802,0.0
0.272357,-0.324156,0.0
0.921623,-1.253585,1.0
-0.332508,1.358871,1.0
-1.280796,0.239785,1.0
0.737647,-0.231181,0.0
-0.52608,0.953425,0.0
-0.697061,-1.292105,1.0
1.014789,0.482228,0.0
1.260554,-0.615985,1.0
-1.340631,-0.867157,1.0
-1.187961,-1.199661,1.0
-0.098323,-1.398951,1.0
0.306464,-0.062021,0.0
-1.389399,-1.21941,1.0
-0.155593,-0.654308,0.0
0.125358,-0.531716,0.0
-0.728349,0.596581,0.0
-1.376399,0.543423,1.0
-1.482934,0.855437,1.0
-1.240492,-0.73329,1.0
1.048762,-0.006857,1.0
1.26792,0.572125,1.0
0.983811,1.243311,1.0
0.967294,0.94823,0.0
-0.566554,-0.515442,0.0
-0.785187,0.732433,0.0
0.798058,1.3774,1.0
0.328206,-1.161595,1.0
-0.984692,-0.946741,1.0
-0.387278,1.076238,0.0
0.745332,1.296118,1.0
1.456658,1.131417,1.0
-0.582826,-0.198017,0.0
1.37875,-0.259355,1.0
0.115311,0.839557,0.0
-0.946936,-0.231635,1.0
-0.451924,-1.024655,1.0
0.363395,1.328214,1.0
-0.73679,-0.346142,0.0
0.379371,-1.214535,1.0
0.540984,0.028529,0.0
-0.661643,-0.408813,0.0
-0.831161,0.227018,0.0
1.070659,0.638881,0.0
0.182166,1.253439,1.0
-0.117864,0.35003,0.0
1.004608,-1.131675,1.0
0.610066,-0.339201,0.0
-1.445053,0.248528,1.0
-0.179941,-1.14271,1.0
-0.368553,1.264488,1.0
-0.2999,-0.107042,0.0
0.569906,-0.040767,0.0
0.812103,-0.751866,1.0
0.634843,-0.563829,1.0
1.370781,-0.97506,1.0
-0.326051,0.860909,0.0
1.013339,0.477989,0.0
-1.320153,0.963959,1.0
1.40548,0.632277,1.0
-0.585898,0.215541,0.0
0.087579,1.201322,1.0
-1.099009,1.497524,1.0
-0.713336,0.00772,0.0
1.249406,-0.524988,1.0
0.779535,-1.032291,1.0
-0.753846,-0.104059,0.0
-0.69902,-0.847999,1.0
-0.574514,0.330566,0.0
-1.171739,-0.510571,1.0
-0.74865,-0.84264,1.0
-0.778152,-0.637465,1.0
-0.675347,-0.931278,1.0
0.678167,1.04206,0.0
0.301068,0.992655,0.0
-1.103703,1.206832,1.0
-0.668793,0.450949,0.0
-1.380204,0.643063,1.0
0.834756,-1.355075,1.0
-1.19818,-0.947509,1.0
0.663047,0.835169,0.0
0.551018,0.136244,0.0
0.612381,-0.099189,0.0
0.67447,-1.07547,1.0
-0.937486,-0.426659,1.0
1.285606,1.275912,1.0
-1.457991,0.724875,1.0
0.736165,-1.488236,1.0
-1.256688,-0.827396,1.0
0.461969,-0.924512,1.0
-0.093982,-0.352836,0.0
-0.770423,-0.922996,1.0
1.499767,0.661564,1.0
1.061254,-0.609933,1.0
0.439557,-1.116559,1.0
0.403465,1.192191,0.0
0.07985,-0.176249,0.0
-1.365366,-0.810883,1.0
0.637871,0.455424,0.0
-1.467488,-0.478348,1.0
0.892836,-0.039933,0.0
1.49076,-0.535066,1.0
-0.22431,1.003805,0.0
0.839733,-0.073772,0.0
-0.567377,0.641077,0.0
1.144237,0.211974,1.0
0.299332,-1.048696,1.0
-0.442065,0.936664,0.0
1.237228,1.000801,1.0
1.005559,1.057744,1.0
0.516034,0.517566,0.0
0.129449,0.445605,0.0
0.085681,1.339836,1.0
-0.468945,0.98414,0.0
-1.066633,0.064993,1.0
0.643595,0.185507,0.0
-0.701745,-0.536307,1.0
-1.165623,-0.191392,1.0
0.872953,0.553867,0.0
-0.799784,1.331022,1.0
1.47222,-0.13525,1.0
-1.316441,0.22546,1.0
-0.940612,-0.239519,1.0
0.093415,0.627633,0.0
1.299305,0.646277,1.0
-0.051659,0.314772,0.0
0.689024,1.364656,1.0
-0.715021,1.092038,0.0
0.484837,-0.041562,0.0
0.416687,0.614401,0.0
0.080744,-0.816141,0.0
0.993919,1.251759,1.0
0.625054,1.316221,1.0
-0.026839,1.212659,1.0
0.388792,0.601255,0.0
-0.023336,1.162504,1.0
0.81035,-0.87018,1.0
-0.791988,1.129145,0.0
0.120615,0.343527,0.0
0.723088,0.24634,0.0
0.313583,0.513641,0.0
-0.564046,-0.966674,1.0
-0.213454,1.464766,1.0
0.239544,-0.456888,0.0
1.065759,1.497734,1.0
1.464163,-1.304734,1.0
-1.062624,-1.339303,1.0
-1.470051,0.746045,1.0
-0.178888,0.823786,0.0
1.314749,-0.691062,1.0
0.274295,-0.828777,1.0
-0.256446,-0.932772,1.0
-1.015221,1.239364,1.0
-1.420129,-0.095321,1.0
-0.385692,1.008774,0.0
0.893238,0.665055,0.0
0.194946,-1.263663,1.0
0.665471,0.905391,0.0
-0.395077,1.387777,1.0
1.01489,-1.036975,1.0
-0.404134,-0.250099,0.0
0.905168,1.015745,0.0
0.727255,-0.577005,1.0
0.039679,-1.31876,1.0
-0.020607,0.842355,0.0
0.910818,1.36644,1.0
-1.065358,0.501693,0.0
1.488935,-1.221124,1.0
-1.289272,-0.502494,1.0
-1.132537,-0.759782,1.0
0.02571,-0.132993,0.0
-1.211028,-0.717555,1.0
0.866694,0.121547,0.0
1.311259,0.988849,1.0
-1.163083,0.578565,1.0
0.00382,-1.164028,1.0
0.749938,-0.939981,1.0
-1.198103,0.546267,1.0
0.798534,1.3553,1.0
1.098132,0.591969,0.0
0.750327,0.44596,0.0
-1.498142,-1.31452,1.0
1.262899,-0.273608,1.0
-1.193729,0.937306,1.0
0.639132,1.147667,0.0
-0.835739,0.04743,0.0
-0.500237,1.082,0.0
0.30244,-0.892642,1.0
0.27555,1.485763,1.0
0.18367,1.024275,0.0
-0.483391,0.031231,0.0
1.234001,-0.860864,1.0
0.09981,-0.119271,0.0
-0.602522,1.027069,0.0
0.157077,0.241436,0.0
1.295749,0.24039,1.0
-0.002673,0.417872,0.0
0.781807,-0.465126,1.0
0.858874,-0.807117,1.0
-0.686706,1.210692,0.0
1.438321,-1.233771,1.0
-0.308774,1.288307,1.0
0.993895,-0.512428,1.0
0.232043,-1.423154,1.0
1.491094,-0.381924,1.0
-0.129237,0.89415,0.0
1.002899,0.867795,0.0
0.918052,-1.206622,1.0
-0.252818,-0.27211,0.0
-1.333429,-0.460194,1.0
0.084285,-0.584175,0.0
1.295672,0.346143,1.0
-1.088741,-0.285148,1.0
-0.66929,0.858691,0.0
0.772198,-0.329406,0.0
0.934337,-0.427433,1.0
-1.484478,1.443471,1.0
1.488094,0.26383,1.0
1.294507,-1.262335,1.0
0.64385,0.402599,0.0
0.283237,-1.445828,1.0
1.204113,-0.716504,1.0
-0.138095,-1.014616,1.0
0.729243,0.72992,0.0
1.066652,0.755142,0.0
-0.814547,0.795639,0.0
0.111766,-0.102523,0.0
-1.439872,-1.16668,1.0
-1.095754,-0.312435,1.0
1.33824,0.833361,1.0
-1.133419,1.496618,1.0
0.318568,0.29639,0.0
0.206618,0.219381,0.0
0.316284,0.93078,0.0
-0.010253,-0.666473,0.0
0.100783,0.348572,0.0
-1.40116,0.379702,1.0
0.848917,0.215768,0.0
1.109939,-0.971445,1.0
0.806539,0.704894,0.0
-1.31302,0.851436,1.0
-0.099334,-1.318734,1.0
-0.920656,1.312786,1.0
0.251453,1.09707,0.0
-0.716196,-1.096125,1.0
-1.459193,0.808711,1.0
-0.525152,0.602055,0.0
0.599964,-0.979233,1.0
-1.198082,1.459393,1.0
0.563743,1.281357,1.0
0.845841,-0.005778,0.0
-0.60816,-0.88488,1.0
-0.398408,0.676913,0.0
-0.382991,-1.183217,1.0
-1.347994,0.391168,1.0
0.306518,-0.20929,0.0
0.50575,1.145177,0.0
-1.172498,0.782561,1.0
-0.17047,0.365831,0.0
1.13571,0.359225,1.0
-1.394908,0.331093,1.0
1.147974,-0.901298,1.0
-0.44047,1.460919,1.0
-0.565236,-0.274827,0.0
0.064572,-0.764371,0.0
1.040822,-0.715138,1.0
1.441471,-1.15261,1.0
-0.804832,1.180908,1.0
-1.422662,-0.122645,1.0
-1.086108,0.489868,0.0
-1.491557,-0.574348,1.0
-1.470656,0.155056,1.0
-0.788788,-1.285292,1.0
-1.299752,1.328882,1.0
-0.020458,-0.015392,0.0
-0.126229,1.160258,1.0
-1.442036,-0.407025,1.0
-0.969776,1.483334,1.0
0.088557,-1.343088,1.0
-0.227689,0.667287,0.0
0.632237,-1.249351,1.0
0.640043,1.31116,1.0
-0.796385,0.54684,0.0
